QuestionUserId;QuestionUserReputation;QuestionUserDN;Tags;QuestionId;QuestionScore;title;QuestionBody;AcceptedAnswer;AnswerUserId;AnswerUserReputation;AnswerUserDN;AnswerScore;AnswerId;AnswerBody
1319915;3316;trianta2;<python><machine-learning><scikit-learn><data-mining><data-analysis>;28114717;5;how can I combine training set specific learned parameters with sklearn online (out-of-core) learning;"<p>My dataset is getting too large and I'm looking for online learning solutions in sklearn, which they refer to as out-of-core learning.</p>

<p>They offer some classes which use a partial fit API, which basically lets you keep a subset of your data in memory and operate on it. However, a lot of preprocessing stages (such as data scaling) retain parameters during their fit stage on training data, which is then used for transformations.</p>

<p>For example, if you use a min-max scaler to bound features to [-1, 1] or standardize your data, the parameters they learn and eventually use to transform data are learned from <strong>a subset</strong> of the training data they happen to be operating on in a given iteration. </p>

<p>This means it's possible that the parameters learned during the fit stage on one subset of training data could be different from another subset of training data, since they are training set specific. And there lies the heart of my question:</p>

<p>How can you combine parameters learned during the fit stage of a preprocessing step when using online/out-of-core learning, when the learned parameters are a function of the training data?</p>
";28115258;163740;35373;ogrisel;5;28115258;"<p>You can fit the <code>StandardScaler</code> instance on a large enough subset that fit in RAM at once (say a couple of GB of data) and then re-use the same fixed instance of the scaler to transform the rest of the data one batch at a time. You should be able to get a good estimate of the mean and std values of each feature on a couple of thousands of samples so there is no need to compute the actual fit on the full data just for the scaler.</p>

<p>It would still be nice to add a <code>partial_fit</code> method to the <code>StandardScaler</code> class, implementing <a href=""http://www.johndcook.com/blog/standard_deviation/"" rel=""nofollow"">streaming mean &amp; variance estimation</a> for completeness.</p>

<p>But even if <code>StandardScaler</code> had a <code>partial_fit</code> method you would still need to do several path of the data (and optionally store the preprocessed data on the drive for later reuse):</p>

<ul>
<li>first pass: call <code>standard_scaler.partial_fit()</code> on all the original data chunks</li>
<li>second pass: call <code>standard_scaler.transform</code> on each chunk of the original data then pass the result to the <code>model.partial_fit</code> method.</li>
</ul>
"
4178757;167;Denny Dharmawan;<machine-learning><rbm><pylearn>;28115561;1;"What's the reason behind ""extracting 8x8 patches"" in Restricted Boltzman Machine?";"<p>I came accros this documentation on pyLearn2 (Machine Learning library) example of RBM. Could someone tell me why it is easier?</p>

<pre><code># First we want to pull out small patches of the images, since it's easier
# to train an RBM on these
pipeline.items.append(
    preprocessing.ExtractPatches(patch_shape=(8, 8), num_patches=150000)
)
</code></pre>

<p>For what it's worth I'm not well-informed about RBM so please bear with me. For the complete code, please refer to <a href=""https://github.com/lisa-lab/pylearn2/blob/master/pylearn2/scripts/tutorials/grbm_smd/make_dataset.py"" rel=""nofollow"">this link</a></p>
";;860196;8365;runDOSrun;2;28126696;"<p>Simply put, as with any algorithm your complexity increases with larger input numbers. Dividing the problem into smaller sub-problems and subsequently combining these may prove faster (called divide and conquer algorithms).</p>

<p>Now, with these type of Machine Learning algorithms there's an additional need for abstraction in the features. You neither wanna input every single pixel at once (having only local information), nor want to represent the whole image by a single number/symbol (having only global information). A number of approaches combine these sorts of data into hierarchical representations (mostly called Deep Learning).</p>

<p>If you bring together these two concepts, it should be clear(er) that processing small image patches first gives you a bigger amount of local information which you can then combine to infer into global information at a later stage. So ""because it's easier"" is not the full reasoning behind it. It also makes everything perform better/more accurate. </p>

<p>I hope this answers your question without being too vague (a thorough answer would become too long). For a more detailed introduction on RBMs have a look at e.g. chapter 7 on this <a href=""http://image.diku.dk/igel/paper/TRBMAI.pdf"" rel=""nofollow"">page</a></p>
"
788619;737;wbg;<regex><machine-learning><nlp><scikit-learn><tokenize>;28129365;0;"Regex / ""token_pattern"" for scikit-learn text Vectorizer";"<p>I'm using sklearn to do some NLP vectorizing with a tf-idf Vectorizer object. This object can be constructed with a keyword, ""token_pattern"".</p>

<p>I want to avoid hashtags (#foobar), numerics (and strings that begin with a number(s), i.e. 10mg), any line that begin with 'RT' (retweet), or the line ""Deleted tweet"".</p>

<p>In addition, I want to ignore unicode.</p>

<p>I want to keep, the URL's (not the 'http://') and have them tokenized into any words ( [A-Za-z]+ only ) that may exist in them.</p>

<p>I have some experience with Regex, but have not needed more complex patterns until now.</p>

<p>Below is my stab for everything...it's obviously not the best way to investigate, but it does sum up how I currently think about the Regex rules.</p>

<p>NOTE: the skearn doc <a href=""http://scikit-learn.org/stable/modules/generated/sklearn.feature_extraction.text.TfidfVectorizer.html"" rel=""nofollow"">here</a> shows the default ""token_pattern"" using the unicode flag on the string and I don't understand why...separate question perhaps. </p>

<pre><code>pat2 = r""(?im)([A-Z]+)(?&lt;!^@)([A-Z]+)(?&lt;!^#)([A-Z]+)(?&lt;!^(RT))([A-Z]+)(?&lt;!^Deleted)(?&lt;=^(http://))([A-Z]+)""
</code></pre>

<p>My break down:</p>

<pre><code>(?im)  #Are flags for 'multi-line' and 'case insensitive'

([A-Z]+)(?&lt;!^@) #A negative look back, match [A-Z]+ only if not preceded by 'starts with @'.

(?&lt;=^(http://))([A-Z]+) #A positive look forward, match [A-Z]+ only if 'starts with ""http://""' is present.
</code></pre>

<p>I get the feeling this is not an elegant solution even if it is tweaked into working...</p>

<p>TIA </p>

<p>UPDATE:
RAW DATA EXAMPLE:</p>

<p>If it helps to know, I'm using a pandas data frame to load the data. I'm new to pandas and maybe missing some pandas based solution.</p>

<p>From this raw data, I'd want only words taken from the text and the URL's.
This example sucks...please comment further to help me get it better defined... thx!</p>

<p>raw:</p>

<pre><code>http://foxsportswisconsin.ning.com/profiles/blogs/simvastatin-20-mg-pas-cher-sur-internet-acheter-du-simvastatin-20
</code></pre>

<p>tokenized: </p>

<pre><code>[foxsportswisconsin, ning, com, profiles, blogs, simvastatin, mg, pas, cher, sur, internet, acheter, du, simvastatin]
</code></pre>
";28130338;1287834;19655;Slater Victoroff;9;28130338;"<p>tl;dr: if you ever write a <code>regex</code> over 20 characters you're doing something wrong, but it might be an acceptable hack. If you write a <code>regex</code> over 50 characters you need to stop immediately.</p>

<p>Let me just start off by saying that this should, in no way, shape, or form be solved by a regex.</p>

<p>Most of the steps that you describe should be handle in pre-processing or post-processing. You shouldn't try to come up with a <code>regex</code> that filters something that starts with <code>Deleted tweet</code> or <code>RT</code>, you should ignore these lines in pre-processing.</p>

<p>Ignore <code>unicode</code>? Then probably worth getting off the internet since literally everything on the internet, and everything outside of notepad is unicode. If you want to remove all unicode characters that can't be represented in ascii (which is what I assume you meant?), then the encoding step is the place to fix this:</p>

<pre><code>&lt;string&gt;.encode('ascii', 'ignore')
</code></pre>

<p>As far as ignoring <code>http</code> goes, you should just set <code>http</code> as a stopword. This can be passed in as another argument to the vectorizer you're using.</p>

<p>Once that's done, the token regex you use (probably still not a case for regex, but that is the interface that sklearn offers), is actually very simple:</p>

<pre><code>'\b[a-zA-Z]\w+\b'
</code></pre>

<p>Where the only change to be implemented here is the ignoring of numerics like <code>10mg</code> mentioned above.</p>

<p>It's worth noting that this heavy level of token removal is going to negatively affect pretty much any analysis you're trying to do. If you have a decent-sized corpus you shouldn't remove any tokens, if it's small removing stop words and using a stemmer or a lemmatizer is a good way to go, but this kind of token removal is poor practice and will lead to overfitting.</p>
"
1156707;15912;Louis Thibault;<python><machine-learning><scikit-learn>;28130615;1;"What is the nature of the `data` field in the ""Labelled Faces in the Wild"" dataset (scikit learn)?";"<p>I'm trying to train a simple HOG face detector using the data fetched from <code>sklearn.datasets.fetch_lfw_people</code>.  After fetching the dataset, I find the following keys:</p>

<pre><code>In [1]:  lfw_people.keys()
Out[1]:  ['images', 'data', 'target_names', 'DESCR', 'target']
</code></pre>

<ul>
<li><code>images</code> contains the cropped faces</li>
<li><code>target_names</code> contains the human-readable names</li>
<li><code>target</code> contains a numerical ID number for the person in a image</li>
<li><code>DESCR</code> identifies the record as belonging to the LFW dataset.</li>
</ul>

<p>... but what on <strong>earth</strong> is <code>data</code>?</p>

<p>In my case it's a <code>(13233 x 1850)</code> numpy array of floats, which is to say one row of 1850 floats per image.</p>

<p><strong>What is the nature of this <code>data</code> field?</strong></p>
";28130641;1156707;15912;Louis Thibault;0;28130641;"<p><code>(lfw_people.images[0].ravel() == lfw_people.data[0]).all()</code> evaluates to <code>True</code>, so it would appear that the <code>data</code> field is simply the image flattened into a vector.</p>

<p>Mystery solved, but this kind of thing really should be indicated upfront :/</p>
"
1698426;1035;John Schmitt;<compilation><machine-learning><gpu>;28134658;0;How can I build GPUMlib on Fedora 20?;"<p><a href=""http://gpumlib.sourceforge.net/"" rel=""nofollow"">GPUMlib</a> comes with a filed called <code>CMakeLists.txt</code> instead of Makefiles or configure scripts.  I do not see any build instructions and I do not see a list of packages that need to be installed in order to build GPUMlib even in the <a href=""http://sourceforge.net/p/gpumlib/code/ci/default/tree/"" rel=""nofollow"">sources</a>.</p>
";28642373;1698426;1035;John Schmitt;0;28642373;"<p>This answer assumes that cmake and gcc et al are already installed.</p>

<p>First install <a href=""http://www.culatools.com/downloads/dense/"" rel=""nofollow"">the CULA tools</a>.  <a href=""http://www.culatools.com/cula_dense_programmers_guide/"" rel=""nofollow"">Their documentation</a> doesn't seem mention it, but their installer (which is barely mentioned in their <a href=""http://www.culatools.com/dense/faq/"" rel=""nofollow"">FAQ</a>) worked for me.</p>

<p>Once the installer finishes, it'll report some important shell variables, namely <code>CULA_LIB_PATH_32</code>, <code>CULA_LIB_PATH_64</code>, and <code>CULA_INC_PATH</code>.  Take note of their values.</p>

<p>Invoke cmake with the shell variables reported by the CULA installer.  Using me as an example, I installed my CULA tools at <code>/home/john/projects/gpumlib/cula</code> and cloned the gpumlib code into a directory called <code>gpumlib-code</code> so then my cmake command looked like this:</p>

<pre><code>CULA_LIB_PATH_32=/home/john/projects/gpumlib/cula/lib CULA_LIB_PATH_64=/home/john/projects/gpumlib/cula/lib64 CULA_INC_PATH=/home/john/projects/gpumlib/cula/include cmake gpumlib-code
make -j 8
</code></pre>

<p>I wrote a bash script to do this for me which looks like this:</p>

<pre><code>#!/bin/bash

export CULA_LIB_PATH_32=/home/john/projects/gpumlib/cula/lib
export CULA_LIB_PATH_64=/home/john/projects/gpumlib/cula/lib64
export CULA_INC_PATH=/home/john/projects/gpumlib/cula/include

cmake gpumlib-code

make -j 8
</code></pre>

<p>Thanks to Noel de Jesus Mendon̤a Lopes (the author of gpumlib) for helping me.</p>
"
1960266;2801;Little;<matlab><machine-learning><neural-network>;28137980;0;neural network for handwritten recognition?;"<p>I have been following the course of Andrew Ng about Machine Learning, and I currently have some doubts about the implementation of a handwritten recognition tool.</p>

<p>-First he says that he uses a subset of the MNIST dataset, which contaings 5000 training examples and each training example is an image in a 20x20 gray scale format. With that he says that we have a vector of 400 elements of length that is the ""unrolled"" of the data previously described. Does it mean that the train set has something like the following format?</p>

<pre><code>Training example 1 v[1,2,...,400]
Training example 2 v[1,2,...,400]
...
Training example 5000 v[1,2,...,400]
</code></pre>

<p>For the coding part the author gives the following complete code in Matlab:</p>

<pre><code>%% Machine Learning Online Class - Exercise 3 | Part 2: Neural Networks

%  Instructions
%  ------------
% 
%  This file contains code that helps you get started on the
%  linear exercise. You will need to complete the following functions 
%  in this exericse:
%
%     lrCostFunction.m (logistic regression cost function)
%     oneVsAll.m
%     predictOneVsAll.m
%     predict.m
%
%  For this exercise, you will not need to change any code in this file,
%  or any other files other than those mentioned above.
%

%% Initialization
clear ; close all; clc

%% Setup the parameters you will use for this exercise
input_layer_size  = 400;  % 20x20 Input Images of Digits
hidden_layer_size = 25;   % 25 hidden units
num_labels = 10;          % 10 labels, from 1 to 10   
                          % (note that we have mapped ""0"" to label 10)

%% =========== Part 1: Loading and Visualizing Data =============
%  We start the exercise by first loading and visualizing the dataset. 
%  You will be working with a dataset that contains handwritten digits.
%

% Load Training Data
fprintf('Loading and Visualizing Data ...\n')

load('ex3data1.mat');
m = size(X, 1);

% Randomly select 100 data points to display
sel = randperm(size(X, 1));
sel = sel(1:100);

displayData(X(sel, :));

fprintf('Program paused. Press enter to continue.\n');
pause;

%% ================ Part 2: Loading Pameters ================
% In this part of the exercise, we load some pre-initialized 
% neural network parameters.

fprintf('\nLoading Saved Neural Network Parameters ...\n')

% Load the weights into variables Theta1 and Theta2
load('ex3weights.mat');

%% ================= Part 3: Implement Predict =================
%  After training the neural network, we would like to use it to predict
%  the labels. You will now implement the ""predict"" function to use the
%  neural network to predict the labels of the training set. This lets
%  you compute the training set accuracy.

pred = predict(Theta1, Theta2, X);

fprintf('\nTraining Set Accuracy: %f\n', mean(double(pred == y)) * 100);

fprintf('Program paused. Press enter to continue.\n');
pause;

%  To give you an idea of the network's output, you can also run
%  through the examples one at the a time to see what it is predicting.

%  Randomly permute examples
rp = randperm(m);

for i = 1:m
    % Display 
    fprintf('\nDisplaying Example Image\n');
    displayData(X(rp(i), :));

    pred = predict(Theta1, Theta2, X(rp(i),:));
    fprintf('\nNeural Network Prediction: %d (digit %d)\n', pred, mod(pred, 10));

    % Pause
    fprintf('Program paused. Press enter to continue.\n');
    pause;
end
</code></pre>

<p>and the predict function should be complete by the students, I have done the following:</p>

<pre><code>function p = predict(Theta1, Theta2, X)
%PREDICT Predict the label of an input given a trained neural network
%   p = PREDICT(Theta1, Theta2, X) outputs the predicted label of X given the
%   trained weights of a neural network (Theta1, Theta2)

% Useful values
m = size(X, 1);
num_labels = size(Theta2, 1);

% You need to return the following variables correctly 
p = zeros(size(X, 1), 1);
X = [ones(m , 1) X];
% ====================== YOUR CODE HERE ======================
% Instructions: Complete the following code to make predictions using
%               your learned neural network. You should set p to a 
%               vector containing labels between 1 to num_labels.
%
% Hint: The max function might come in useful. In particular, the max
%       function can also return the index of the max element, for more
%       information see 'help max'. If your examples are in rows, then, you
%       can use max(A, [], 2) to obtain the max for each row.
%

a1 = X;
a2 = sigmoid(a1*Theta1');
a2 = [ones(m , 1) a2];
a3 = sigmoid(a2*Theta2');
[M , p] = max(a3 , [] , 2);
</code></pre>

<p>Even thought it runs I am not completely aware of how it really works (I have just followed the step by step instructions that is on the author's website). I have doubts in the following:</p>

<ul>
<li><p>The author considers that X(input) is an array of 5000 x 400 elements, or it has 400 neurons as input, with 10 neurons as output and a hidden layer. Does it mean this 5000 x 400 values are the training set?</p></li>
<li><p>The author gives us the values of theta 1 and theta 2, which I believe serve as weights for the calculations on the inner layer, but how does values are obtained? Why does he uses 25 neurons of hidden layer and not 24 or 30?</p></li>
</ul>

<p>Any help will be apreciated.
Thanks</p>
";28157949;3994824;6224;Thomas Pinetz;2;28138053;"<p>I did the same course some time ago.</p>

<p>X is the input data. Therefore X is the matrix consisting of the 5 000 vectors of 400 elements each. There is no training set, because the network is pre trained.</p>

<p>Normally the values for theta 1 and 2 are trained. How this is done is a subject for the next few lectures. (Backpropagation algorithm)</p>

<p>I'm not entirely sure, why he used 25 neurons as hidden layer. However my guess is, that this number of neurons simply works, without making the training step take forever.</p>
"
1960266;2801;Little;<matlab><machine-learning><neural-network>;28137980;0;neural network for handwritten recognition?;"<p>I have been following the course of Andrew Ng about Machine Learning, and I currently have some doubts about the implementation of a handwritten recognition tool.</p>

<p>-First he says that he uses a subset of the MNIST dataset, which contaings 5000 training examples and each training example is an image in a 20x20 gray scale format. With that he says that we have a vector of 400 elements of length that is the ""unrolled"" of the data previously described. Does it mean that the train set has something like the following format?</p>

<pre><code>Training example 1 v[1,2,...,400]
Training example 2 v[1,2,...,400]
...
Training example 5000 v[1,2,...,400]
</code></pre>

<p>For the coding part the author gives the following complete code in Matlab:</p>

<pre><code>%% Machine Learning Online Class - Exercise 3 | Part 2: Neural Networks

%  Instructions
%  ------------
% 
%  This file contains code that helps you get started on the
%  linear exercise. You will need to complete the following functions 
%  in this exericse:
%
%     lrCostFunction.m (logistic regression cost function)
%     oneVsAll.m
%     predictOneVsAll.m
%     predict.m
%
%  For this exercise, you will not need to change any code in this file,
%  or any other files other than those mentioned above.
%

%% Initialization
clear ; close all; clc

%% Setup the parameters you will use for this exercise
input_layer_size  = 400;  % 20x20 Input Images of Digits
hidden_layer_size = 25;   % 25 hidden units
num_labels = 10;          % 10 labels, from 1 to 10   
                          % (note that we have mapped ""0"" to label 10)

%% =========== Part 1: Loading and Visualizing Data =============
%  We start the exercise by first loading and visualizing the dataset. 
%  You will be working with a dataset that contains handwritten digits.
%

% Load Training Data
fprintf('Loading and Visualizing Data ...\n')

load('ex3data1.mat');
m = size(X, 1);

% Randomly select 100 data points to display
sel = randperm(size(X, 1));
sel = sel(1:100);

displayData(X(sel, :));

fprintf('Program paused. Press enter to continue.\n');
pause;

%% ================ Part 2: Loading Pameters ================
% In this part of the exercise, we load some pre-initialized 
% neural network parameters.

fprintf('\nLoading Saved Neural Network Parameters ...\n')

% Load the weights into variables Theta1 and Theta2
load('ex3weights.mat');

%% ================= Part 3: Implement Predict =================
%  After training the neural network, we would like to use it to predict
%  the labels. You will now implement the ""predict"" function to use the
%  neural network to predict the labels of the training set. This lets
%  you compute the training set accuracy.

pred = predict(Theta1, Theta2, X);

fprintf('\nTraining Set Accuracy: %f\n', mean(double(pred == y)) * 100);

fprintf('Program paused. Press enter to continue.\n');
pause;

%  To give you an idea of the network's output, you can also run
%  through the examples one at the a time to see what it is predicting.

%  Randomly permute examples
rp = randperm(m);

for i = 1:m
    % Display 
    fprintf('\nDisplaying Example Image\n');
    displayData(X(rp(i), :));

    pred = predict(Theta1, Theta2, X(rp(i),:));
    fprintf('\nNeural Network Prediction: %d (digit %d)\n', pred, mod(pred, 10));

    % Pause
    fprintf('Program paused. Press enter to continue.\n');
    pause;
end
</code></pre>

<p>and the predict function should be complete by the students, I have done the following:</p>

<pre><code>function p = predict(Theta1, Theta2, X)
%PREDICT Predict the label of an input given a trained neural network
%   p = PREDICT(Theta1, Theta2, X) outputs the predicted label of X given the
%   trained weights of a neural network (Theta1, Theta2)

% Useful values
m = size(X, 1);
num_labels = size(Theta2, 1);

% You need to return the following variables correctly 
p = zeros(size(X, 1), 1);
X = [ones(m , 1) X];
% ====================== YOUR CODE HERE ======================
% Instructions: Complete the following code to make predictions using
%               your learned neural network. You should set p to a 
%               vector containing labels between 1 to num_labels.
%
% Hint: The max function might come in useful. In particular, the max
%       function can also return the index of the max element, for more
%       information see 'help max'. If your examples are in rows, then, you
%       can use max(A, [], 2) to obtain the max for each row.
%

a1 = X;
a2 = sigmoid(a1*Theta1');
a2 = [ones(m , 1) a2];
a3 = sigmoid(a2*Theta2');
[M , p] = max(a3 , [] , 2);
</code></pre>

<p>Even thought it runs I am not completely aware of how it really works (I have just followed the step by step instructions that is on the author's website). I have doubts in the following:</p>

<ul>
<li><p>The author considers that X(input) is an array of 5000 x 400 elements, or it has 400 neurons as input, with 10 neurons as output and a hidden layer. Does it mean this 5000 x 400 values are the training set?</p></li>
<li><p>The author gives us the values of theta 1 and theta 2, which I believe serve as weights for the calculations on the inner layer, but how does values are obtained? Why does he uses 25 neurons of hidden layer and not 24 or 30?</p></li>
</ul>

<p>Any help will be apreciated.
Thanks</p>
";28157949;534969;2530;Saul Berardo;2;28157949;"<p>Let's break your question in parts:</p>

<blockquote>
  <p>First he says that he uses a subset of the MNIST dataset, which
  contaings 5000 training examples and each training example is an image
  in a 20x20 gray scale format. With that he says that we have a vector
  of 400 elements of length that is the ""unrolled"" of the data
  previously described. Does it mean that the train set has something
  like the following format? (...)</p>
</blockquote>

<p>You're on the right track. Each training example is a 20x20 image. The simplest neural network model, introduced in the course, treats each image just as a simple 1x400 vector (the ""unrolled"" means exactly this transformation). The dataset is stored in a matrix because this way you can perform computations faster exploiting the efficient linear algebra libraries which are used by Octave/Matlab. You don't need necessarily to store all training examples as a 5000x400 matrix, but this way your code will run faster.</p>

<blockquote>
  <p>The author considers that X(input) is an array of 5000 x 400 elements,
  or it has 400 neurons as input, with 10 neurons as output and a hidden
  layer. Does it mean this 5000 x 400 values are the training set?</p>
</blockquote>

<p>The ""input layer"" is nothing but the very input image. You can think of it as neurons whose output values were already calculated or as the values were coming from outside the network (think about your retina. It is like the input layer of you visual system). Thus this network has 400 input units (the ""unrolled"" 20x20 image). But of course, your training set doesn't consist of a single image, thus you put all your 5000 images together in a single 5000x400 matrix to form your training set.</p>

<blockquote>
  <p>The author gives us the values of theta 1 and theta 2, which I believe
  serve as weights for the calculations on the inner layer, but how does
  values are obtained?</p>
</blockquote>

<p>These theta values were found using a algorithm called backpropagation. If you didn't have to implement it in the course yet, just be patient. It might be in the exercises soon! Btw, yes they are the weights.</p>

<blockquote>
  <p>Why does he uses 25 neurons of hidden layer and not 24 or 30?</p>
</blockquote>

<p>He probably chose an arbitrarily value that doesn't run too slow, neither has too poor performance. You probably can find much better values for this hyper-parameters. But if you increase it too much, the training procedure will take probably much longer. Also since you are just using a small portion of the hole training set (the original MNIST has 60000 training examples and 28x28 images), you need to use a ""small"" number of hidden units to prevent over fitting. If you use too many units your neurons will ""learn by heart"" the training examples and will not be able to generalize to new unseen data. Finding the hyper parameters, such as the number of the hidden units, is a kind of art that you will master with experience (and maybe with Bayesian optimization and more advanced method, but that's another story xD).</p>
"
4114372;1915;john doe;<python><python-2.7><machine-learning><nlp><scikit-learn>;28144006;2;Understanding UndefinedMetricWarning in classification report with scikit-learn?;"<p>I have a text classification task with 5 categories the problem is that I am getting bad precision and this warning, probably as a result from unbalaced data(Im not sure):</p>

<pre><code>/usr/local/lib/python2.7/site-packages/sklearn/metrics/metrics.py:1771: UndefinedMetricWarning: Precision is ill-defined and being set to 0.0 in labels with no predicted samples.
</code></pre>

<p>I guess this warning was produced since the data is clustered in the 5 label. <strong>How can I fix this warning and how can I increase the results of the classification report?</strong>. I also tried a Grid search with the following hyper-parameters:</p>

<pre><code>Best parameters set:
    clf__C: 0.1
    vect__max_df: 0.25
    vect__ngram_range: (1, 1)
    vect__use_idf: True

Accuracy:
0.456923076923
</code></pre>

<p>But still getting bad results, could anybody help me to increse this results with SVC or another model?. </p>
";;676634;23217;Andreas Mueller;1;28305889;"<p>You can use a pipeline and then also grid-search the parameters of the TfidifVectorizer together with the C of the SVC, like n-gram range (1, 1), (1, 2) or (2, 2), maybe set a different max_df, compare against CountVectorizer, maybe try character n-grams (with a higher n-gram range), too.</p>
"
3214477;143;Explorer;<machine-learning><classification><metrics><evaluation><summarization>;28152683;1;What are some good and widely used evaluation metrics to test the accuracy of extractive text summarization methods?;"<p>I am using a classification technique for multi document extractive text summarization. I have calculated f-measure, recall, precision and accuracy. What will be the ideal metric for my purpose here to evaluate the summaries generated by this method?</p>
";;4569096;613;jksnw;2;29270151;"<p>ROUGE calculates Recall, Precision and F-measure for a variety of metrics: ROUGE-N, ROUGE-L, ROUGE-W, ROUGE-S. <a href=""http://anthology.aclweb.org/W/W04/W04-1013.pdf"" rel=""nofollow"">Here</a> is the paper for ROUGE.</p>

<p>ROUGE-N is the number of matching <a href=""http://en.wikipedia.org/wiki/N-gram"" rel=""nofollow"">n-grams</a> divided by the total number of n-grams.</p>

<p>ROUGE-L looks at the longest common subsequences of two texts, a subsequence can contain gaps so that <code>1,3,5</code> is a subsequence of <code>1,2,3,4,5</code>.</p>

<p>ROUGE-W also uses longest common subsequence as a score but gives a higher weight to subsequences with less gaps.</p>

<p>ROUGE-S uses skip-bigrams, a skip-bigram is 2-gram that can contain any 2 words as long as they are in sentence order i.e do not have to be consecutive.</p>
"
200317;14774;add-semi-colons;<python><machine-learning><information-retrieval><evaluation><precision-recall>;28154321;1;Calculating Precision and Recall in Click Data;"<p>I am trying to build a graph of precision and recall using click data. I have two data sources. </p>

<ol>
<li>First data source has all the user clicked item_ids based on a given query_id.</li>
<li>Second data source has all the relevant item_ids for given query_id.</li>
</ol>

<p>I used python and put these in two data sources into dictionaries as follows:</p>

<pre><code>&gt;&gt;&gt; print clicked_data
{101: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 103: [20, 21, 22, 23, 24, 25, 26, 27, 28, 29]}

&gt;&gt;&gt; print all_relevant_data
{101: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], 103: [20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]}
</code></pre>

<p>I was reading the article in scikit-learn web site (<a href=""http://scikit-learn.org/stable/auto_examples/plot_precision_recall.html"" rel=""nofollow"">http://scikit-learn.org/stable/auto_examples/plot_precision_recall.html</a>) and tried to follow the formula but got really confuse really setting up False Positive and False Negative.</p>

<p>following the equations in scikit-learn: According to above example prevision for item <code>101</code></p>

<pre><code>P = T_positive/ (T_positive + F_positive)

&gt;&gt;&gt; float(len(clicked_data[101]))/float(len(all_relevant_data[101]))
0.5555555555555556
</code></pre>

<p>But as I try to figure out Recall I am having trouble in getting False Negative items of click data. In theory False Negative means incorrectly marked. All I have is user clicked data for a given id and all the items that are relevant to that id.</p>

<pre><code>R = T_positive / (T_positive + F_negative)
</code></pre>

<p>How can I calculate precision and recall correctly so I can build a graph. </p>

<p>On a different note if this is not a good metric to evaluate the results, considering the fact that I only have above mention data what would be the good metric? </p>
";40834758;1056563;45835;StephenBoesch;0;28189328;"<p>With just the clicked (TP) and relevant data (TP + FN) you do have the means to calculate the Recall - but not the Precision .  You have no dataset that tells you the FP values.</p>
"
